  6.3532000e+000  0.0000000e+000 -7.6100000e-002
  6.3532000e+000  3.0000000e-004 -7.5100000e-002
  6.3532000e+000  7.0000000e-004 -7.3500000e-002
  6.3532000e+000  1.3000000e-003 -7.1300000e-002
  6.3532000e+000  1.9000000e-003 -6.8300000e-002
  6.3532000e+000  2.7000000e-003 -6.4200000e-002
  6.3532000e+000  3.6000000e-003 -5.9000000e-002
  6.3532000e+000  4.6000000e-003 -5.2500000e-002
  6.3532000e+000  5.8000000e-003 -4.4500000e-002
  6.3532000e+000  7.2000000e-003 -3.4800000e-002
  6.3532000e+000  8.6000000e-003 -2.3400000e-002
  6.3532000e+000  1.0300000e-002 -9.9000000e-003
  6.3532000e+000  1.2200000e-002  5.8000000e-003
  6.3532000e+000  1.4200000e-002  2.3800000e-002
  6.3532000e+000  1.6500000e-002  4.4400000e-002
  6.3532000e+000  1.9000000e-002  6.7700000e-002
  6.3532000e+000  2.1800000e-002  9.3900000e-002
  6.3532000e+000  2.4900000e-002  1.2330000e-001
  6.3532000e+000  2.8300000e-002  1.5600000e-001
  6.3532000e+000  3.2100000e-002  1.9230000e-001
  6.3532000e+000  3.6300000e-002  2.3230000e-001
  6.3532000e+000  4.1000000e-002  2.7620000e-001
  6.3532000e+000  4.6100000e-002  3.2440000e-001
  6.3532000e+000  5.1800000e-002  3.7690000e-001
  6.3532000e+000  5.8200000e-002  4.3410000e-001
  6.3532000e+000  6.5200000e-002  4.9610000e-001
  6.3532000e+000  7.3000000e-002  5.6330000e-001
  6.3532000e+000  8.1700000e-002  6.3580000e-001
  6.3532000e+000  9.1300000e-002  7.1400000e-001
  6.3532000e+000  1.0200000e-001  7.9800000e-001
  6.3532000e+000  1.1380000e-001  8.8820000e-001
  6.3532000e+000  1.2700000e-001  9.8480000e-001
  6.3532000e+000  1.4150000e-001  1.0881000e+000
  6.0065000e+000  0.0000000e+000 -1.1960000e-001
  6.0065000e+000  4.9000000e-003 -1.1880000e-001
  6.0065000e+000  9.8000000e-003 -1.1750000e-001
  6.0065000e+000  1.4900000e-002 -1.1530000e-001
  6.0065000e+000  2.0000000e-002 -1.1220000e-001
  6.0065000e+000  2.5200000e-002 -1.0810000e-001
  6.0065000e+000  3.0500000e-002 -1.0270000e-001
  6.0065000e+000  3.5900000e-002 -9.5900000e-002
  6.0065000e+000  4.1400000e-002 -8.7600000e-002
  6.0065000e+000  4.7000000e-002 -7.7500000e-002
  6.0065000e+000  5.2800000e-002 -6.5600000e-002
  6.0065000e+000  5.8800000e-002 -5.1500000e-002
  6.0065000e+000  6.4900000e-002 -3.5200000e-002
  6.0065000e+000  7.1300000e-002 -1.6500000e-002
  6.0065000e+000  7.7900000e-002  4.9000000e-003
  6.0065000e+000  8.4700000e-002  2.9000000e-002
  6.0065000e+000  9.1900000e-002  5.6200000e-002
  6.0065000e+000  9.9400000e-002  8.6600000e-002
  6.0065000e+000  1.0720000e-001  1.2040000e-001
  6.0065000e+000  1.1550000e-001  1.5790000e-001
  6.0065000e+000  1.2430000e-001  1.9920000e-001
  6.0065000e+000  1.3350000e-001  2.4450000e-001
  6.0065000e+000  1.4340000e-001  2.9410000e-001
  6.0065000e+000  1.5380000e-001  3.4830000e-001
  6.0065000e+000  1.6500000e-001  4.0710000e-001
  6.0065000e+000  1.7700000e-001  4.7100000e-001
  6.0065000e+000  1.8980000e-001  5.4000000e-001
  6.0065000e+000  2.0350000e-001  6.1460000e-001
  6.0065000e+000  2.1830000e-001  6.9480000e-001
  6.0065000e+000  2.3420000e-001  7.8110000e-001
  6.0065000e+000  2.5130000e-001  8.7360000e-001
  6.0065000e+000  2.6980000e-001  9.7260000e-001
