 -3.0000000e+001  3.6739404e-015
 -2.9985197e+001 -9.4232277e-001
 -2.9940802e+001 -1.8837156e+000
 -2.9866859e+001 -2.8232494e+000
 -2.9763441e+001 -3.7599970e+000
 -2.9630650e+001 -4.6930340e+000
 -2.9468618e+001 -5.6214394e+000
 -2.9277503e+001 -6.5442972e+000
 -2.9057495e+001 -7.4606966e+000
 -2.8808811e+001 -8.3697332e+000
 -2.8531695e+001 -9.2705098e+000
 -2.8226423e+001 -1.0162138e+001
 -2.7893295e+001 -1.1043737e+001
 -2.7532639e+001 -1.1914437e+001
 -2.7144812e+001 -1.2773379e+001
 -2.6730196e+001 -1.3619715e+001
 -2.6289200e+001 -1.4452610e+001
 -2.5822261e+001 -1.5271242e+001
 -2.5329838e+001 -1.6074804e+001
 -2.4812417e+001 -1.6862501e+001
 -2.4270510e+001 -1.7633558e+001
 -2.3704650e+001 -1.8387212e+001
 -2.3115397e+001 -1.9122720e+001
 -2.2503332e+001 -1.9839356e+001
 -2.1869059e+001 -2.0536413e+001
 -2.1213203e+001 -2.1213203e+001
 -2.0536413e+001 -2.1869059e+001
 -1.9839356e+001 -2.2503332e+001
 -1.9122720e+001 -2.3115397e+001
 -1.8387212e+001 -2.3704650e+001
 -1.7633558e+001 -2.4270510e+001
 -1.6862501e+001 -2.4812417e+001
 -1.6074804e+001 -2.5329838e+001
 -1.5271242e+001 -2.5822261e+001
 -1.4452610e+001 -2.6289200e+001
 -1.3619715e+001 -2.6730196e+001
 -1.2773379e+001 -2.7144812e+001
 -1.1914437e+001 -2.7532639e+001
 -1.1043737e+001 -2.7893295e+001
 -1.0162138e+001 -2.8226423e+001
 -9.2705098e+000 -2.8531695e+001
 -8.3697332e+000 -2.8808811e+001
 -7.4606966e+000 -2.9057495e+001
 -6.5442972e+000 -2.9277503e+001
 -5.6214394e+000 -2.9468618e+001
 -4.6930340e+000 -2.9630650e+001
 -3.7599970e+000 -2.9763441e+001
 -2.8232494e+000 -2.9866859e+001
 -1.8837156e+000 -2.9940802e+001
 -9.4232277e-001 -2.9985197e+001
 -5.5109106e-015 -3.0000000e+001
  9.4232277e-001 -2.9985197e+001
  1.8837156e+000 -2.9940802e+001
  2.8232494e+000 -2.9866859e+001
  3.7599970e+000 -2.9763441e+001
  4.6930340e+000 -2.9630650e+001
  5.6214394e+000 -2.9468618e+001
  6.5442972e+000 -2.9277503e+001
  7.4606966e+000 -2.9057495e+001
  8.3697332e+000 -2.8808811e+001
  9.2705098e+000 -2.8531695e+001
  1.0162138e+001 -2.8226423e+001
  1.1043737e+001 -2.7893295e+001
  1.1914437e+001 -2.7532639e+001
  1.2773379e+001 -2.7144812e+001
  1.3619715e+001 -2.6730196e+001
  1.4452610e+001 -2.6289200e+001
  1.5271242e+001 -2.5822261e+001
  1.6074804e+001 -2.5329838e+001
  1.6862501e+001 -2.4812417e+001
  1.7633558e+001 -2.4270510e+001
  1.8387212e+001 -2.3704650e+001
  1.9122720e+001 -2.3115397e+001
  1.9839356e+001 -2.2503332e+001
  2.0536413e+001 -2.1869059e+001
  2.1213203e+001 -2.1213203e+001
  2.1869059e+001 -2.0536413e+001
  2.2503332e+001 -1.9839356e+001
  2.3115397e+001 -1.9122720e+001
  2.3704650e+001 -1.8387212e+001
  2.4270510e+001 -1.7633558e+001
  2.4812417e+001 -1.6862501e+001
  2.5329838e+001 -1.6074804e+001
  2.5822261e+001 -1.5271242e+001
  2.6289200e+001 -1.4452610e+001
  2.6730196e+001 -1.3619715e+001
  2.7144812e+001 -1.2773379e+001
  2.7532639e+001 -1.1914437e+001
  2.7893295e+001 -1.1043737e+001
  2.8226423e+001 -1.0162138e+001
  2.8531695e+001 -9.2705098e+000
  2.8808811e+001 -8.3697332e+000
  2.9057495e+001 -7.4606966e+000
  2.9277503e+001 -6.5442972e+000
  2.9468618e+001 -5.6214394e+000
  2.9630650e+001 -4.6930340e+000
  2.9763441e+001 -3.7599970e+000
  2.9866859e+001 -2.8232494e+000
  2.9940802e+001 -1.8837156e+000
  2.9985197e+001 -9.4232277e-001
  3.0000000e+001  0.0000000e+000
